Year,Farm,FarmNB,noisnes,noisenvol,HD,AG,NN,MAX,RN,WT,FDM,Comp.1,Comp.2
2015,20,20_08,2,2,1.057821725,ASY,-2.22351508,-0.30067816,0.384125026,-0.724192336,-0.181847471,1.927832198,0.500079594
2016,20,20_08,6,3,-0.156670294,ASY,0.917220666,-0.732861099,-1.22364455,-0.724192336,-0.795567093,1.502703848,-0.895159437
2010,20,20_08,4,0,1.751817164,ASY,-0.653147207,-0.143651693,0.841070063,-0.724192336,0.129909226,1.959738901,0.104234816
2006,20,20_08,4,2,-0.156670294,ASY,-0.653147207,0.029221482,1.819270921,-0.724192336,0.637965482,1.795895942,-0.520870626
2011,20,20_08,2,0,2.272313744,SY,-2.22351508,-0.150854742,1.450330113,-0.724192336,0.176759759,1.800280981,0.278437611
2007,20,20_08,5,5,0.537325146,ASY,0.132036729,0.826599003,-1.105177318,-0.724192336,-0.115488547,1.726797654,0.431091746
2012,20,20_08,3,2,0.190327426,ASY,-1.438331144,1.814857322,-1.291340111,-0.724192336,0.687596142,1.959350608,0.180493279
2008,20,20_08,6,6,-0.850665733,ASY,0.917220666,0.408101858,-0.885166745,-0.724192336,1.365598545,1.807638902,-0.455066178
2015,20,20_09,4,4,0.016828566,ASY,-0.653147207,-0.588800119,0.857993954,-0.722185456,-0.266273901,1.927832198,0.500079594
2014,20,20_09,4,0,2.619311463,SY,-0.653147207,1.176667183,-0.648232281,-0.722185456,0.237191484,1.933044124,0.492545124
2007,20,20_09,3,3,-0.156670294,ASY,-1.438331144,1.726980125,-1.122101209,-0.722185456,-0.520086821,1.726797654,0.431091746
2009,20,20_10,6,6,-1.197663452,ASY,0.917220666,-1.28317404,-0.343602256,-0.722185456,-0.029029338,1.886683552,0.221280012
2014,20,20_10,5,2,-0.850665733,ASY,0.132036729,-0.804171283,0.02872333,-0.722185456,-0.482003014,1.933044124,0.492545124
2008,20,20_10,6,6,-1.197663452,ASY,0.917220666,0.131504778,-0.275906695,-0.722185456,0.988510568,1.807638902,-0.455066178
2007,20,20_10,6,6,0.190327426,ASY,0.917220666,1.186751452,-1.105177318,-0.722185456,-0.322085538,1.726797654,0.431091746
2006,20,20_10,5,5,-0.503668013,ASY,0.132036729,-0.549903655,0.973076407,-0.722185456,0.476819728,1.795895942,-0.520870626
2013,20,20_10,4,4,4.007302342,SY,-0.653147207,1.812192194,-0.665156171,-0.722185456,0.391282575,1.883320424,0.48533404
2011,20,20_10,4,0,1.578318304,ASY,-0.653147207,-0.51100719,0.976461185,-0.722185456,0.202304259,1.800280981,0.278437611
2007,21,21_01,4,4,0.363826286,ASY,-0.653147207,-0.191912121,-1.155948989,-0.749510346,-0.830961155,-1.878444818,-1.587071495
2012,21,21_01,4,4,3.486805762,SY,-0.653147207,0.863334553,-1.17287288,-0.749510346,-0.340259814,0.339814656,-0.266058125
2016,21,21_01,4,4,2.098814884,SY,-0.653147207,-0.408723895,-1.020557867,-0.749510346,-1.137447588,0.332414285,-0.397824749
2010,21,21_01,6,0,-0.156670294,ASY,0.917220666,-1.627479781,-0.360526146,-0.749510346,0.53345132,-0.856879161,-0.713207861
2015,21,21_01,4,4,0.190327426,SY,-0.653147207,-0.336693405,-0.394373927,-0.749510346,-0.12803157,0.198625091,-0.779375274
2011,21,21_02,4,0,0.710824005,SY,-0.653147207,-0.09611157,-0.258982805,-0.749856639,-0.376166368,-0.543926406,-0.426682609
2013,21,21_02,2,0,2.792810323,ASY,-2.22351508,1.259718338,0.756450612,-0.749856639,-1.004029927,0.309277653,-0.413449155
2008,21,21_02,3,3,1.751817164,ASY,-1.438331144,-0.394317797,-0.462069488,-0.749856639,-1.37082074,-1.501834188,-0.645789304
2009,21,21_03,6,6,0.016828566,ASY,0.917220666,-0.745106282,-0.538226994,-0.756454504,-0.311466858,-1.39260782,-1.242138298
2010,21,21_03,6,0,-0.156670294,ASY,0.917220666,-1.627479781,-0.360526146,-0.756454504,0.53345132,-0.856879161,-0.713207861
2007,21,21_03,4,4,0.363826286,ASY,-0.653147207,-0.191912121,-1.155948989,-0.756454504,-0.830961155,-1.878444818,-1.587071495
2008,21,21_03,4,4,1.057821725,ASY,-0.653147207,-0.718455001,1.044156747,-0.756454504,-1.334023919,-1.501834188,-0.645789304
2015,21,21_04,5,3,-0.156670294,ASY,0.132036729,-0.336693405,0.316429465,-0.757606055,-0.035588832,0.198625091,-0.779375274
2014,21,21_04,6,5,-0.330169153,ASY,0.917220666,-0.695405244,1.551873455,-0.757606055,-0.98177873,0.338288388,0.107394162
2012,21,21_04,6,6,0.016828566,ASY,0.917220666,1.330812431,-1.240568441,-0.757606055,-0.700331427,0.339814656,-0.266058125
2009,21,21_04,6,6,0.710824005,ASY,0.917220666,0.082524045,-1.029019812,-0.757606055,-0.401476307,-1.39260782,-1.242138298
2016,21,21_04,1,0,1.404819445,ASY,-3.008699017,0.74376394,-1.409807343,-0.757606055,-1.06221575,0.332414285,-0.397824749
2007,21,21_04,4,4,1.751817164,ASY,-0.653147207,-0.949672873,-0.208211134,-0.757606055,-0.620373903,-1.878444818,-1.587071495
2006,21,21_04,4,4,3.833803482,ASY,-0.653147207,1.296958101,-0.462069488,-0.757606055,-0.557700218,-1.361896667,-1.350742217
2012,21,21_05,4,3,2.445812603,ASY,-0.653147207,-0.001751628,0.417972806,-0.761622419,-0.369429704,0.339814656,-0.266058125
2008,21,21_05,6,6,0.710824005,ASY,0.917220666,-0.610409266,1.078004527,-0.761622419,-1.298316678,-1.501834188,-0.645789304
2006,21,21_05,7,6,-0.330169153,ASY,1.702404603,-0.576554936,0.079495001,-0.761622419,-0.79973938,-1.361896667,-1.350742217
2009,21,21_05,3,3,0.710824005,ASY,-1.438331144,0.082524045,-1.029019812,-0.761622419,-0.401476307,-1.39260782,-1.242138298
2015,21,21_05,6,6,-0.850665733,ASY,0.917220666,-1.309105016,0.62105949,-0.761622419,0.214249635,0.198625091,-0.779375274
2006,21,21_07,4,4,-0.330169153,ASY,-0.653147207,-0.576554936,0.079495001,-0.761622419,-0.79973938,-1.361896667,-1.350742217
2007,21,21_07,6,6,0.710824005,ASY,0.917220666,-0.155896876,-1.155948989,-0.761622419,-0.834089319,-1.878444818,-1.587071495
2016,21,21_07,5,5,0.363826286,ASY,0.132036729,-0.768876343,-1.17287288,-0.761622419,-0.922394446,0.332414285,-0.397824749
2006,21,21_08,5,5,0.016828566,ASY,0.132036729,-0.000311018,0.01179944,-0.761622419,-0.856513496,-1.361896667,-1.350742217
2006,21,21_09,6,0,0.016828566,ASY,0.917220666,-0.000311018,0.01179944,-0.761622419,-0.856513496,-1.361896667,-1.350742217
2007,21,21_09,6,1,1.057821725,ASY,0.917220666,-0.048571446,-1.155948989,-0.761622419,-0.801938513,-1.878444818,-1.587071495
2009,21,21_10,6,6,0.016828566,ASY,0.917220666,-0.745106282,-0.538226994,-0.761622419,-0.311466858,-1.39260782,-1.242138298
2009,22,22_01,3,3,-0.330169153,ASY,-1.438331144,-1.966023082,0.747988667,0.440771391,-1.115300964,-0.997463565,-1.038064028
2015,22,22_01,2,2,0.190327426,ASY,-2.22351508,0.023459043,-0.191287244,0.440771391,-0.017134937,-1.030030449,-0.996062729
2014,22,22_01,6,5,2.098814884,SY,0.917220666,1.631179573,-0.665156171,0.440771391,-0.734273239,-1.793647416,-1.891245268
2013,22,22_01,5,0,-0.677166873,ASY,0.132036729,-2.356860519,0.434896697,0.440771391,-0.885668424,0.036605534,-0.611546842
2006,22,22_01,4,4,1.057821725,SY,-0.653147207,0.904391932,0.895226512,0.440771391,-0.46347929,-0.732620014,-1.662853488
2012,22,22_01,5,4,-0.330169153,ASY,0.132036729,0.628515157,-1.105177318,0.440771391,-0.141041861,-0.832302673,-1.689787808
2008,22,22_02,4,4,0.016828566,ASY,-0.653147207,-0.132847119,2.059590163,0.392947731,-1.085003201,-2.502724786,-1.501536325
2009,22,22_02,6,6,-0.330169153,ASY,0.917220666,-1.966023082,0.747988667,0.392947731,-1.115300964,-0.997463565,-1.038064028
2006,22,22_02,6,6,-0.330169153,ASY,0.917220666,-0.932385555,0.607520377,0.392947731,-0.595823517,-0.732620014,-1.662853488
2012,22,22_02,6,4,-1.024164593,ASY,0.917220666,-1.064921656,-0.292830585,0.392947731,0.074256863,-0.832302673,-1.689787808
2015,22,22_02,5,0,0.190327426,ASY,0.132036729,0.023459043,-0.191287244,0.392947731,-0.017134937,-1.030030449,-0.996062729
2007,22,22_02,3,3,-0.330169153,ASY,-1.438331144,0.632836986,-0.885166745,0.392947731,-0.888385119,-0.797006031,-1.374248575
2013,22,22_02,6,6,-0.330169153,ASY,0.917220666,-1.671922593,0.299505574,0.392947731,-0.901096951,0.036605534,-0.611546842
2007,22,22_03,6,6,0.710824005,ASY,0.917220666,-0.411605114,-0.732851732,0.3386278,-0.795623137,-0.797006031,-1.374248575
2014,22,22_03,6,6,-0.330169153,ASY,0.917220666,-0.529735118,2.110361834,0.3386278,-0.651342649,-1.793647416,-1.891245268
2008,22,22_03,6,6,1.057821725,ASY,0.917220666,-0.744385977,1.145700088,0.3386278,-1.139547949,-2.502724786,-1.501536325
2012,22,22_03,5,5,-1.024164593,ASY,0.132036729,-1.064921656,-0.292830585,0.3386278,0.074256863,-0.832302673,-1.689787808
2013,22,22_03,5,4,-0.677166873,ASY,0.132036729,-2.356860519,0.434896697,0.3386278,-0.885668424,0.036605534,-0.611546842
2009,22,22_04,6,6,0.363826286,SY,0.917220666,-0.668033658,-0.555150884,0.283511266,-0.93769321,-0.997463565,-1.038064028
2010,22,22_04,6,3,-0.503668013,ASY,0.917220666,-2.065425158,-0.055896121,0.283511266,-0.361656378,-0.950756611,-1.383076186
2007,22,22_04,6,6,1.057821725,ASY,0.917220666,-0.339574625,-0.732851732,0.283511266,-0.761853873,-0.797006031,-1.374248575
2006,22,22_04,6,6,-0.330169153,ASY,0.917220666,-0.932385555,0.607520377,0.283511266,-0.595823517,-0.732620014,-1.662853488
2012,22,22_04,5,5,-0.677166873,ASY,0.132036729,0.052271239,-1.071329538,0.283511266,-0.037236388,-0.832302673,-1.689787808
2007,22,22_05,1,0,1.057821725,ASY,-3.008699017,-0.339574625,-0.732851732,0.230068154,-0.761853873,-0.797006031,-1.374248575
2010,22,22_05,3,0,-0.503668013,ASY,-1.438331144,-2.065425158,-0.055896121,0.230068154,-0.361656378,-0.950756611,-1.383076186
2008,22,22_05,6,6,-1.024164593,ASY,0.917220666,-0.566470667,0.519516148,0.230068154,-1.017509883,-2.502724786,-1.501536325
2015,22,22_05,5,5,-0.850665733,ASY,0.132036729,-1.345120261,1.179547869,0.230068154,0.553615431,-1.030030449,-0.996062729
2011,22,22_05,5,5,0.016828566,ASY,0.132036729,-0.737903233,-0.258982805,0.230068154,-0.944051201,-0.56068886,-1.195256711
2009,22,22_06,7,7,0.016828566,ASY,1.702404603,-0.884125127,0.697216996,0.175676776,-1.057849106,-0.997463565,-1.038064028
2013,22,22_06,4,4,-0.677166873,ASY,-0.653147207,-2.356860519,0.434896697,0.175676776,-0.885668424,0.036605534,-0.611546842
2008,22,22_06,4,4,-0.330169153,ASY,-0.653147207,0.551442533,1.670340687,0.175676776,-1.062631771,-2.502724786,-1.501536325
2015,22,22_06,5,5,-0.156670294,ASY,0.132036729,-0.084586691,0.925689515,0.175676776,0.240283696,-1.030030449,-0.996062729
2006,22,22_06,7,6,0.016828566,ASY,1.702404603,-0.391436577,0.53305526,0.175676776,-0.564343051,-0.732620014,-1.662853488
2011,22,22_06,5,5,0.363826286,ASY,0.132036729,-0.665872743,-0.59746061,0.175676776,-0.908780889,-0.56068886,-1.195256711
2014,22,22_06,4,4,-0.330169153,ASY,-0.653147207,-0.529735118,2.110361834,0.175676776,-0.651342649,-1.793647416,-1.891245268
2012,22,22_06,6,6,-0.677166873,ASY,0.917220666,0.052271239,-1.071329538,0.175676776,-0.037236388,-0.832302673,-1.689787808
2009,22,22_07,2,2,0.363826286,ASY,-2.22351508,-0.668033658,-0.555150884,0.106727632,-0.93769321,-0.997463565,-1.038064028
2007,22,22_07,5,5,0.363826286,ASY,0.132036729,-0.627696584,-0.732851732,0.106727632,-0.82792613,-0.797006031,-1.374248575
2013,22,22_07,4,2,-0.677166873,ASY,-0.653147207,-2.356860519,0.434896697,0.106727632,-0.885668424,0.036605534,-0.611546842
2012,22,22_07,4,4,-0.330169153,ASY,-0.653147207,0.628515157,-1.105177318,0.106727632,-0.141041861,-0.832302673,-1.689787808
2011,22,22_07,4,4,0.363826286,SY,-0.653147207,-0.665872743,-0.59746061,0.106727632,-0.908780889,-0.56068886,-1.195256711
2014,22,22_07,5,5,-0.330169153,ASY,0.132036729,-0.529735118,2.110361834,0.106727632,-0.651342649,-1.793647416,-1.891245268
2006,22,22_07,5,0,-1.024164593,ASY,0.132036729,-1.219787209,0.01179944,0.106727632,-0.655777852,-0.732620014,-1.662853488
2015,22,22_07,4,4,-0.156670294,ASY,-0.653147207,-0.084586691,0.925689515,0.106727632,0.240283696,-1.030030449,-0.996062729
2012,22,22_08,6,4,-0.330169153,ASY,0.917220666,0.628515157,-1.105177318,0.045552219,-0.141041861,-0.832302673,-1.689787808
2011,22,22_08,4,4,0.016828566,ASY,-0.653147207,-0.737903233,-0.258982805,0.045552219,-0.944051201,-0.56068886,-1.195256711
2014,22,22_08,6,0,-0.677166873,ASY,0.917220666,-0.133567424,1.179547869,0.045552219,-0.719137805,-1.793647416,-1.891245268
2015,22,22_08,3,0,0.537325146,ASY,-1.438331144,-0.048571446,-0.157439463,0.045552219,-0.198031377,-1.030030449,-0.996062729
2007,22,22_08,4,0,0.710824005,ASY,-0.653147207,-0.411605114,-0.732851732,0.045552219,-0.795623137,-0.797006031,-1.374248575
2006,22,22_08,6,5,-0.677166873,ASY,0.917220666,-1.399863433,0.01179944,0.045552219,-0.626290901,-0.732620014,-1.662853488
2008,22,22_08,6,6,0.016828566,ASY,0.917220666,-0.132847119,2.059590163,0.045552219,-1.085003201,-2.502724786,-1.501536325
2016,22,22_08,6,6,0.363826286,ASY,0.917220666,-0.660830609,-0.885166745,0.045552219,-0.390201054,-1.194404602,-1.049868768
2013,22,22_08,4,3,-1.024164593,ASY,-0.653147207,-2.464978284,-0.377450037,0.045552219,-0.86986895,0.036605534,-0.611546842
2009,22,22_08,6,1,2.098814884,ASY,0.917220666,-0.199835475,0.841070063,0.045552219,-0.218414283,-0.997463565,-1.038064028
2010,22,22_08,6,6,-0.503668013,ASY,0.917220666,-2.065425158,-0.055896121,0.045552219,-0.361656378,-0.950756611,-1.383076186
2006,22,22_09,5,5,-1.024164593,ASY,0.132036729,-1.219787209,0.01179944,-0.021683318,-0.655777852,-0.732620014,-1.662853488
2014,22,22_09,6,6,-0.330169153,ASY,0.917220666,-0.529735118,2.110361834,-0.021683318,-0.651342649,-1.793647416,-1.891245268
2010,22,22_09,4,4,-0.503668013,ASY,-0.653147207,-2.065425158,-0.055896121,-0.021683318,-0.361656378,-0.950756611,-1.383076186
2007,22,22_09,5,5,0.710824005,ASY,0.132036729,-0.411605114,-0.732851732,-0.021683318,-0.795623137,-0.797006031,-1.374248575
2011,22,22_09,6,0,0.363826286,ASY,0.917220666,-0.665872743,-0.59746061,-0.021683318,-0.908780889,-0.56068886,-1.195256711
2008,22,22_09,6,6,-0.330169153,ASY,0.917220666,0.551442533,1.670340687,-0.021683318,-1.062631771,-2.502724786,-1.501536325
2014,22,22_10,5,0,0.016828566,ASY,0.132036729,-1.178009525,2.110361834,-0.086076488,-0.590879053,-1.793647416,-1.891245268
2011,22,22_10,6,4,0.710824005,ASY,0.917220666,0.055152459,0.147190562,-0.086076488,-0.854381889,-0.56068886,-1.195256711
2008,22,22_10,6,6,-0.330169153,ASY,0.917220666,0.551442533,1.670340687,-0.086076488,-1.062631771,-2.502724786,-1.501536325
2015,22,22_10,6,6,-0.156670294,ASY,0.917220666,-0.084586691,0.925689515,-0.086076488,0.240283696,-1.030030449,-0.996062729
2010,22,22_10,3,3,-1.197663452,ASY,-1.438331144,-2.867124508,0.824146173,-0.086076488,-0.374839983,-0.950756611,-1.383076186
2007,22,22_10,5,5,0.363826286,ASY,0.132036729,-0.627696584,-0.732851732,-0.086076488,-0.82792613,-0.797006031,-1.374248575
2009,22,22_10,4,4,-1.024164593,ASY,-0.653147207,-2.326175531,-0.00512445,-0.086076488,-1.017680028,-0.997463565,-1.038064028
2006,22,22_10,6,6,0.016828566,ASY,0.917220666,-0.391436577,0.53305526,-0.086076488,-0.564343051,-0.732620014,-1.662853488
2008,23,23_01,7,7,-1.024164593,ASY,1.702404603,0.179044901,-0.038972231,-0.663148545,-0.583586993,-1.308542855,-1.149073094
2012,23,23_01,4,4,-0.677166873,ASY,-0.653147207,0.232347463,-1.037481757,-0.663148545,-0.201410522,-1.352768384,-0.331907675
2016,23,23_01,5,4,0.710824005,ASY,0.132036729,0.647963389,-1.105177318,-0.663148545,-0.742672541,-2.614648643,-0.68267625
2006,23,23_01,2,2,1.057821725,ASY,-2.22351508,1.200437245,0.096418891,-0.663148545,-0.421895285,-2.504457619,-1.268211524
2014,23,23_01,6,6,-0.330169153,ASY,0.917220666,-0.299237551,2.956556348,-0.663148545,-0.37769692,-1.363909096,-0.265887006
2015,23,23_01,7,7,0.537325146,ASY,1.702404603,-0.012556202,-0.394373927,-0.663148545,1.083871455,-1.408676419,-0.30175776
2010,23,23_01,4,4,-0.503668013,ASY,-0.653147207,-2.065425158,-0.055896121,-0.663148545,-0.089781007,-0.716576773,-0.496338527
2011,23,23_01,5,5,0.363826286,ASY,0.132036729,-0.781121527,-0.191287244,-0.663148545,-0.314598807,-2.480481954,-1.172047885
2007,23,23_01,4,4,0.363826286,ASY,-0.653147207,-0.353980723,-1.122101209,-0.663148545,-0.862270538,-2.504457619,-1.268211524
2014,23,23_02,6,6,0.363826286,ASY,0.917220666,-0.551344264,2.313448517,-0.666769347,-0.191681258,-1.363909096,-0.265887006
2008,23,23_02,5,5,-0.330169153,SY,0.132036729,0.838844187,1.468946393,-0.666769347,-0.488349363,-1.308542855,-1.149073094
2016,23,23_02,6,5,0.363826286,ASY,0.917220666,-0.097552179,-0.935938416,-0.666769347,-0.709724649,-2.614648643,-0.68267625
2011,23,23_02,5,4,-0.330169153,ASY,0.132036729,-0.817136771,0.113342781,-0.666769347,-0.360854379,-2.480481954,-1.172047885
2012,23,23_02,4,4,-0.677166873,ASY,-0.653147207,0.232347463,-1.037481757,-0.666769347,-0.201410522,-1.352768384,-0.331907675
2015,23,23_02,5,5,-0.156670294,ASY,0.132036729,-0.120601936,-0.428221707,-0.666769347,0.624296038,-1.408676419,-0.30175776
2006,23,23_02,6,6,0.016828566,ASY,0.917220666,-0.127804985,0.01179944,-0.666769347,-0.297449434,-2.504457619,-1.268211524
2013,23,23_02,7,7,-0.677166873,ASY,1.702404603,-1.942469112,1.754960138,-0.666769347,-0.733735571,-1.968133431,-1.145383808
2014,23,23_03,7,4,0.016828566,ASY,1.702404603,-0.947511958,2.956556348,-0.675674873,-0.288130567,-1.363909096,-0.265887006
2010,23,23_03,5,5,-0.850665733,ASY,0.132036729,-3.232319091,-0.292830585,-0.675674873,-0.258520974,-0.716576773,-0.496338527
2008,23,23_03,6,3,-0.330169153,ASY,0.917220666,0.838844187,1.468946393,-0.675674873,-0.488349363,-1.308542855,-1.149073094
2015,23,23_03,2,2,-0.503668013,ASY,-2.22351508,-0.696845854,-0.157439463,-0.675674873,0.426192876,-1.408676419,-0.30175776
2012,23,23_03,5,4,0.016828566,ASY,0.132036729,1.456865788,-1.105177318,-0.675674873,-0.624603466,-1.352768384,-0.331907675
2007,23,23_03,5,5,0.710824005,ASY,0.132036729,-0.137168949,-1.122101209,-0.675674873,-0.856319005,-2.504457619,-1.268211524
2006,23,23_03,5,4,0.363826286,ASY,0.132036729,0.485174482,-1.122101209,-0.675674873,-0.34693766,-2.504457619,-1.268211524
2009,23,23_03,6,6,-0.677166873,ASY,0.917220666,-2.025808389,-0.360526146,-0.675674873,-0.825232945,0.044890779,-0.19214587
2007,23,23_04,6,6,0.710824005,ASY,0.917220666,-0.137168949,-1.122101209,-0.685050029,-0.856319005,-2.504457619,-1.268211524
2009,23,23_04,6,6,-0.330169153,ASY,0.917220666,-1.953057594,0.282581684,-0.685050029,-0.767873788,0.044890779,-0.19214587
2010,23,23_04,4,4,-0.503668013,ASY,-0.653147207,-2.065425158,-0.055896121,-0.685050029,-0.089781007,-0.716576773,-0.496338527
2014,23,23_04,5,5,0.710824005,SY,0.132036729,-0.191191816,1.399558442,-0.685050029,-0.087820543,-1.363909096,-0.265887006
2016,23,23_04,2,2,0.363826286,ASY,-2.22351508,-0.097552179,-0.935938416,-0.685050029,-0.709724649,-2.614648643,-0.68267625
2011,23,23_04,5,0,-0.330169153,ASY,0.132036729,-0.817136771,0.113342781,-0.685050029,-0.360854379,-2.480481954,-1.172047885
2012,23,23_04,6,4,0.016828566,ASY,0.917220666,1.456865788,-1.105177318,-0.685050029,-0.624603466,-1.352768384,-0.331907675
2006,23,23_04,6,4,-0.330169153,ASY,0.917220666,-0.596003168,0.079495001,-0.685050029,-0.255384547,-2.504457619,-1.268211524
2008,23,23_04,3,3,1.404819445,SY,-1.438331144,-0.564309753,1.858195869,-0.685050029,-0.177408679,-1.308542855,-1.149073094
2013,23,23_04,3,3,0.016828566,ASY,-1.438331144,-0.894353456,1.061080637,-0.685050029,-0.572567967,-1.968133431,-1.145383808
2015,23,23_04,4,3,-0.503668013,ASY,-0.653147207,-0.696845854,-0.157439463,-0.685050029,0.426192876,-1.408676419,-0.30175776
2014,23,23_05,7,7,0.016828566,ASY,1.702404603,-0.947511958,2.956556348,-0.695334579,-0.288130567,-1.363909096,-0.265887006
2011,23,23_05,6,6,0.710824005,ASY,0.917220666,-0.132126814,0.384125026,-0.695334579,-0.280672883,-2.480481954,-1.172047885
2007,23,23_05,1,1,1.057821725,ASY,-3.008699017,-0.06081663,-1.122101209,-0.695334579,-0.850313679,-2.504457619,-1.268211524
2012,23,23_05,6,5,0.016828566,ASY,0.917220666,1.456865788,-1.105177318,-0.695334579,-0.624603466,-1.352768384,-0.331907675
2016,23,23_05,6,0,-0.330169153,ASY,0.917220666,-1.646928013,-0.851318964,-0.695334579,-0.63970224,-2.614648643,-0.68267625
2010,23,23_05,6,6,-0.156670294,ASY,0.917220666,-1.520154351,-0.394373927,-0.695334579,0.086316594,-0.716576773,-0.496338527
2008,23,23_05,5,5,1.404819445,SY,0.132036729,-0.564309753,1.858195869,-0.695334579,-0.177408679,-1.308542855,-1.149073094
2006,23,23_05,4,0,1.057821725,ASY,-0.653147207,1.200437245,0.096418891,-0.695334579,-0.421895285,-2.504457619,-1.268211524
2015,23,23_05,4,4,-0.156670294,ASY,-0.653147207,-0.120601936,-0.428221707,-0.695334579,0.624296038,-1.408676419,-0.30175776
2007,23,23_06,6,6,0.710824005,ASY,0.917220666,-0.137168949,-1.122101209,-0.713173734,-0.856319005,-2.504457619,-1.268211524
2009,23,23_06,3,0,0.363826286,ASY,-1.438331144,-0.593842253,-0.682080062,-0.713173734,-0.589896057,0.044890779,-0.19214587
2008,23,23_06,4,4,1.057821725,SY,-0.653147207,-0.600324997,1.485870283,-0.713173734,-0.250470494,-1.308542855,-1.149073094
2013,23,23_06,6,6,0.363826286,ASY,0.917220666,0.114433552,0.62105949,-0.713173734,-0.480996903,-1.968133431,-1.145383808
2015,23,23_06,7,7,0.190327426,ASY,1.702404603,0.059474288,-0.360526146,-0.713173734,0.824935107,-1.408676419,-0.30175776
2006,23,23_06,6,6,0.016828566,ASY,0.917220666,-0.127804985,0.01179944,-0.713173734,-0.297449434,-2.504457619,-1.268211524
2010,23,23_06,4,0,-0.503668013,ASY,-0.653147207,-2.065425158,-0.055896121,-0.713173734,-0.089781007,-0.716576773,-0.496338527
2016,23,23_06,5,4,-0.330169153,ASY,0.132036729,-1.646928013,-0.851318964,-0.713173734,-0.63970224,-2.614648643,-0.68267625
2011,23,23_06,5,5,0.363826286,SY,0.132036729,-0.781121527,-0.191287244,-0.713173734,-0.314598807,-2.480481954,-1.172047885
2014,23,23_06,4,4,0.710824005,SY,-0.653147207,-0.191191816,1.399558442,-0.713173734,-0.087820543,-1.363909096,-0.265887006
2012,23,23_07,5,5,-0.330169153,ASY,0.132036729,0.916637116,-1.037481757,-0.734855762,-0.451898816,-1.352768384,-0.331907675
2007,23,23_07,4,4,1.057821725,ASY,-0.653147207,-0.06081663,-1.122101209,-0.734855762,-0.850313679,-2.504457619,-1.268211524
2009,23,23_07,3,3,-0.677166873,ASY,-1.438331144,-2.025808389,-0.360526146,-0.734855762,-0.825232945,0.044890779,-0.19214587
2006,23,23_07,3,1,-0.330169153,ASY,-1.438331144,-0.596003168,0.079495001,-0.734855762,-0.255384547,-2.504457619,-1.268211524
2008,23,23_07,3,3,-0.330169153,ASY,-1.438331144,0.838844187,1.468946393,-0.734855762,-0.488349363,-1.308542855,-1.149073094
2016,23,23_07,6,0,-0.330169153,ASY,0.917220666,-1.646928013,-0.851318964,-0.734855762,-0.63970224,-2.614648643,-0.68267625
2010,23,23_07,5,4,0.884322865,SY,0.132036729,-0.316524868,0.384125026,-0.734855762,0.582045878,-0.716576773,-0.496338527
2011,23,23_07,3,3,0.363826286,ASY,-1.438331144,-0.781121527,-0.191287244,-0.734855762,-0.314598807,-2.480481954,-1.172047885
2010,23,23_08,3,2,-0.850665733,ASY,-1.438331144,-3.232319091,-0.292830585,-0.738392474,-0.258520974,-0.716576773,-0.496338527
2013,23,23_08,3,3,1.057821725,SY,-1.438331144,0.549353649,1.061080637,-0.738392474,-0.273705117,-1.968133431,-1.145383808
2007,23,23_08,6,6,0.363826286,ASY,0.917220666,-0.353980723,-1.122101209,-0.738392474,-0.862270538,-2.504457619,-1.268211524
2016,23,23_08,6,0,0.363826286,ASY,0.917220666,-0.097552179,-0.935938416,-0.738392474,-0.709724649,-2.614648643,-0.68267625
2015,23,23_08,7,7,-0.156670294,ASY,1.702404603,-0.120601936,-0.428221707,-0.738392474,0.624296038,-1.408676419,-0.30175776
2014,23,23_08,6,5,0.016828566,ASY,0.917220666,-0.947511958,2.956556348,-0.738392474,-0.288130567,-1.363909096,-0.265887006
2009,23,23_08,6,6,-0.330169153,ASY,0.917220666,-1.953057594,0.282581684,-0.738392474,-0.767873788,0.044890779,-0.19214587
2008,23,23_08,3,3,-0.330169153,ASY,-1.438331144,0.838844187,1.468946393,-0.738392474,-0.488349363,-1.308542855,-1.149073094
2010,23,23_09,6,3,0.537325146,SY,0.917220666,-0.551344264,-0.055896121,-0.743732138,0.433480034,-0.716576773,-0.496338527
2009,23,23_09,5,4,-0.330169153,ASY,0.132036729,-1.953057594,0.282581684,-0.743732138,-0.767873788,0.044890779,-0.19214587
2016,23,23_09,6,6,0.710824005,ASY,0.917220666,0.647963389,-1.105177318,-0.743732138,-0.742672541,-2.614648643,-0.68267625
2007,23,23_09,4,4,0.710824005,ASY,-0.653147207,-0.137168949,-1.122101209,-0.743732138,-0.856319005,-2.504457619,-1.268211524
2012,23,23_09,6,5,-0.677166873,ASY,0.917220666,0.232347463,-1.037481757,-0.743732138,-0.201410522,-1.352768384,-0.331907675
2011,23,23_09,3,3,0.363826286,ASY,-1.438331144,-0.781121527,-0.191287244,-0.743732138,-0.314598807,-2.480481954,-1.172047885
2014,23,23_09,3,3,0.016828566,ASY,-1.438331144,-0.947511958,2.956556348,-0.743732138,-0.288130567,-1.363909096,-0.265887006
2008,23,23_09,5,5,0.016828566,SY,0.132036729,0.01121386,1.976663101,-0.743732138,-0.435747008,-1.308542855,-1.149073094
2006,23,23_09,6,6,0.016828566,ASY,0.917220666,-0.127804985,0.01179944,-0.743732138,-0.297449434,-2.504457619,-1.268211524
