farm;nest;year;idbrood;n_fledglings;date_fledgling;recruits;mean_mass;total_fledgling;density.nnich;density.hosp;mean_ext5km;male;female;sex_ratio;ENSO_mo;ENSO_mb
03;08;2015;30820151;5;174;0;24.124;29;9;0;31.21539049;4;1;4;-1.566666667;-0.65
03;10;2015;31020151;6;174;0;22.96666667;29;9;0;31.12468971;6;;;-1.566666667;-0.65
04;01;2015;40120151;6;172;0;22.66666667;52;10;0;31.00693781;2;4;0.5;-1.566666667;-0.65
04;02;2015;40220151;7;175;0;22.02142857;52;10;0;30.80644135;2;5;0.4;-1.566666667;-0.65
04;03;2015;40320151;3;176;0;24.94333333;52;10;0;30.70460187;1;2;0.5;-1.566666667;-0.65
04;04;2015;40420151;6;171;0;22.22333333;52;10;0;30.16119279;2;4;0.5;-1.566666667;-0.65
04;05;2015;40520151;7;175;0;21.23571429;52;10;0;30.24791547;2;5;0.4;-1.566666667;-0.65
04;06;2015;40620151;6;174;0;21.385;52;10;0;30.38396665;2;4;0.5;-1.566666667;-0.65
04;07;2015;40720151;5;167;0;23.312;52;10;0;30.49535357;4;1;4;-1.566666667;-0.65
04;08;2015;40820151;6;175;0;22.39833333;52;10;0;30.59878429;2;4;0.5;-1.566666667;-0.65
04;10;2015;41020151;6;178;0;21.75166667;52;10;0;30.7968939;3;3;1;-1.566666667;-0.65
05;04;2015;50420151;5;179;0;24.144;9;5;0;26.26901534;4;1;4;-1.566666667;-0.65
05;07;2015;50720151;4;181;0;19.305;9;5;0;26.25787665;2;3;0.666666667;-1.566666667;-0.65
06;08;2015;60820151;6;182;0;24.08;6;1;6;43.13936096;6;;;-1.566666667;-0.65
08;06;2015;80620151;2;184;0;18.975;2;3;6;15.85513335;1;3;0.333333333;-1.566666667;-0.65
09;02;2015;90220151;6;172;0;20.04666667;28;7;0;22.66087455;1;5;0.2;-1.566666667;-0.65
09;05;2015;90520151;2;180;0;18.965;28;7;0;22.46276494;2;1;2;-1.566666667;-0.65
09;06;2015;90620151;7;170;0;19.39714286;28;7;0;22.42457514;3;4;0.75;-1.566666667;-0.65
09;07;2015;90720151;3;170;0;21.23;28;7;0;22.41741455;2;3;0.666666667;-1.566666667;-0.65
09;08;2015;90820151;5;174;1;23.338;28;7;0;22.41661893;1;4;0.25;-1.566666667;-0.65
09;09;2015;90920151;5;174;0;23.78;28;7;0;22.39434154;2;3;0.666666667;-1.566666667;-0.65
11;05;2015;110520151;5;186;0;20.686;5;4;0;29.97660875;2;3;0.666666667;-1.566666667;-0.65
12;01;2015;120120151;5;182;1;21.282;21;6;0;24.44306537;;2;;-1.566666667;-0.65
12;02;2015;120220151;3;178;0;23.21;21;6;0;24.31417478;1;2;0.5;-1.566666667;-0.65
12;04;2015;120420151;6;179;0;21.55666667;21;6;0;24.14789001;4;1;4;-1.566666667;-0.65
12;05;2015;120520151;5;182;0;22.718;21;6;0;24.08105786;3;3;1;-1.566666667;-0.65
12;10;2015;121020151;2;189;0;18.34;21;6;0;23.58220355;;5;;-1.566666667;-0.65
13;02;2015;130220152;3;192;0;21.84666667;8;3;0;26.58010311;1;2;0.5;-1.566666667;-0.65
13;04;2015;130420151;5;192;0;20.982;8;3;0;26.73047546;3;2;1.5;-1.566666667;-0.65
14;02;2015;140220151;1;185;0;20.7;16;10;0;23.57186048;2;5;0.4;-1.566666667;-0.65
14;03;2015;140320151;4;168;0;22.14;16;10;0;23.76121825;3;1;3;-1.566666667;-0.65
14;06;2015;140620151;1;177;0;21.5;16;10;0;24.07151041;2;3;0.666666667;-1.566666667;-0.65
14;07;2015;140720151;2;171;0;20.96;16;10;0;24.15823309;2;1;2;-1.566666667;-0.65
14;09;2015;140920151;2;;0;20.725;16;10;0;24.28632805;2;1;2;-1.566666667;-0.65
14;10;2015;141020151;6;177;0;20.81333333;16;10;0;24.35236459;3;3;1;-1.566666667;-0.65
15;01;2015;150120151;7;181;1;23.78571429;43;10;0;22.59404239;4;3;1.333333333;-1.566666667;-0.65
15;02;2015;150220151;7;176;0;23.11571429;43;10;0;22.62666285;5;2;2.5;-1.566666667;-0.65
15;03;2015;150320151;6;171;1;22.98166667;43;10;0;22.68633442;2;4;0.5;-1.566666667;-0.65
15;04;2015;150420151;5;199;0;19.516;43;10;0;22.70145121;3;2;1.5;-1.566666667;-0.65
15;05;2015;150520152;3;186;0;22.77333333;43;10;0;22.75157533;2;1;2;-1.566666667;-0.65
15;07;2015;150720152;5;196;0;18.732;43;10;0;22.75634905;1;4;0.25;-1.566666667;-0.65
15;08;2015;150820151;5;170;0;22.54;43;10;0;22.77226147;4;;;-1.566666667;-0.65
15;10;2015;151020151;5;175;1;23.586;43;10;0;22.73248043;;5;;-1.566666667;-0.65
16;01;2015;160120151;4;171;1;22.095;26;10;0;27.694768;3;1;3;-1.566666667;-0.65
16;02;2015;160220151;3;177;0;20.11333333;26;10;0;27.69556362;4;;;-1.566666667;-0.65
16;03;2015;160320151;3;172;0;23.06;26;10;0;27.72579721;3;;;-1.566666667;-0.65
16;04;2015;160420151;6;178;0;20.68666667;26;10;0;27.79262937;2;4;0.5;-1.566666667;-0.65
16;08;2015;160820151;5;176;0;20.282;26;10;0;28.03847623;3;3;1;-1.566666667;-0.65
16;10;2015;161020151;5;198;0;22.33;26;10;0;28.12281204;2;3;0.666666667;-1.566666667;-0.65
17;02;2015;170220151;4;174;0;20.9325;23;6;0;21.14680797;3;3;1;-1.566666667;-0.65
17;05;2015;170520151;5;176;0;19.672;23;6;0;20.97018013;4;2;2;-1.566666667;-0.65
17;07;2015;170720151;4;174;0;21.585;23;6;0;20.77684425;2;2;1;-1.566666667;-0.65
17;09;2015;170920151;5;178;0;22.406;23;6;0;20.80866909;2;3;0.666666667;-1.566666667;-0.65
17;10;2015;171020151;5;174;0;20.25;23;6;0;20.76490994;3;2;1.5;-1.566666667;-0.65
18;01;2015;180120151;5;171;0;22.29;23;8;0;12.38702183;2;3;0.666666667;-1.566666667;-0.65
18;03;2015;180320151;2;173;0;22.26;23;8;0;12.37986124;;2;;-1.566666667;-0.65
18;04;2015;180420151;3;177;0;22.79;23;8;0;12.39179556;2;1;2;-1.566666667;-0.65
18;05;2015;180520152;5;197;0;21.902;23;8;0;12.40452549;3;2;1.5;-1.566666667;-0.65
18;06;2015;180620151;3;175;0;22.18666667;23;8;0;12.38861307;2;1;2;-1.566666667;-0.65
18;08;2015;180820151;3;196;0;16.78333333;23;8;0;12.40054739;2;3;0.666666667;-1.566666667;-0.65
18;10;2015;181020151;2;182;0;19.625;23;8;0;12.44748902;2;2;1;-1.566666667;-0.65
20;01;2015;200120151;5;177;0;18.9;19;9;0;35.91989689;3;2;1.5;-1.566666667;-0.65
20;03;2015;200320151;4;179;0;22.2325;19;9;0;35.75838584;3;1;3;-1.566666667;-0.65
20;05;2015;200520151;4;178;0;23.015;19;9;0;35.62074343;4;2;2;-1.566666667;-0.65
20;08;2015;200820151;2;185;0;23.17;19;9;0;35.34864108;1;1;1;-1.566666667;-0.65
20;09;2015;200920151;4;179;0;21.82;19;9;0;35.24361912;2;2;1;-1.566666667;-0.65
21;01;2015;210120151;4;178;0;20.9225;13;3;0;31.76039081;2;2;1;-1.566666667;-0.65
21;04;2015;210420151;3;176;0;23.81333333;13;3;0;31.50101839;1;3;0.333333333;-1.566666667;-0.65
21;05;2015;210520151;6;172;0;21.76333333;13;3;0;31.42782127;3;3;1;-1.566666667;-0.65
22;01;2015;220120151;2;180;0;22.105;22;7;3;29.26373242;1;1;1;-1.566666667;-0.65
22;05;2015;220520151;5;176;0;19.354;22;7;3;28.91127236;1;4;0.25;-1.566666667;-0.65
22;06;2015;220620151;5;178;0;22.484;22;7;3;28.80386354;3;2;1.5;-1.566666667;-0.65
22;07;2015;220720151;4;178;0;23.19;22;7;3;28.75851314;1;3;0.333333333;-1.566666667;-0.65
22;10;2015;221020151;6;180;0;22.775;22;7;3;28.51744001;5;1;5;-1.566666667;-0.65
23;01;2015;230120151;7;182;0;23.58142857;45;10;0;31.699128;5;2;2.5;-1.566666667;-0.65
23;02;2015;230220151;5;178;0;23.288;45;10;0;31.79539813;4;1;4;-1.566666667;-0.65
23;03;2015;230320151;2;176;0;21.135;45;10;0;31.89166826;1;1;1;-1.566666667;-0.65
23;04;2015;230420151;3;174;0;22.58333333;45;10;0;32.02294571;;4;;-1.566666667;-0.65
23;05;2015;230520151;4;175;0;22.9525;45;10;0;32.18923048;1;3;0.333333333;-1.566666667;-0.65
23;06;2015;230620151;7;179;1;22.08857143;45;10;0;32.36426707;2;4;0.5;-1.566666667;-0.65
23;07;2015;230720152;4;193;0;19.915;45;10;0;32.63477818;;4;;-1.566666667;-0.65
23;08;2015;230820151;7;176;0;22.59142857;45;10;0;32.78594615;4;3;1.333333333;-1.566666667;-0.65
23;09;2015;230920151;3;174;0;22.26333333;45;10;0;32.95939151;2;1;2;-1.566666667;-0.65
23;11;2015;231120151;3;180;0;21.71666667;45;10;0;;1;2;0.5;-1.566666667;-0.65
24;01;2015;240120151;4;173;0;23.29;26;8;0;16.34841831;2;2;1;-1.566666667;-0.65
24;02;2015;240220151;4;179;0;21.23;26;8;0;16.33568837;1;3;0.333333333;-1.566666667;-0.65
24;05;2015;240520151;4;181;0;22.62;26;8;0;16.25612628;3;1;3;-1.566666667;-0.65
24;06;2015;240620151;1;207;0;16.52;26;8;0;16.23862262;1;3;0.333333333;-1.566666667;-0.65
24;07;2015;240720151;3;186;0;23.66666667;26;8;0;16.27362994;2;1;2;-1.566666667;-0.65
24;08;2015;240820151;5;179;0;23.772;26;8;0;16.28795112;2;3;0.666666667;-1.566666667;-0.65
24;09;2015;240920151;5;179;0;23.464;26;8;0;16.33409713;;;;-1.566666667;-0.65
25;09;2015;250920151;2;209;0;17.285;2;6;3;10.47832729;3;1;3;-1.566666667;-0.65
26;01;2015;260120151;6;171;0;20.88833333;37;10;0;16.33727961;1;5;0.2;-1.566666667;-0.65
26;03;2015;260320151;6;174;1;20.595;37;10;0;16.70644771;5;2;2.5;-1.566666667;-0.65
26;04;2015;260420151;3;169;0;22.17666667;37;10;0;16.84806823;1;2;0.5;-1.566666667;-0.65
26;05;2015;260520151;6;173;1;22.48;37;10;0;16.94831647;4;2;2;-1.566666667;-0.65
26;06;2015;260620151;6;169;0;21.83333333;37;10;0;17.0334479;2;4;0.5;-1.566666667;-0.65
26;07;2015;260720151;4;174;0;20.765;37;10;0;16.98173254;2;4;0.5;-1.566666667;-0.65
26;08;2015;260820151;3;173;0;20.44666667;37;10;0;16.89103176;1;2;0.5;-1.566666667;-0.65
26;10;2015;261020151;3;165;0;22.62;37;10;0;16.84090764;3;;;-1.566666667;-0.65
27;05;2015;270520151;2;193;0;24.575;16;5;4;12.89064986;1;1;1;-1.566666667;-0.65
27;06;2015;270620151;5;175;0;23.226;16;5;4;12.89144548;5;1;5;-1.566666667;-0.65
27;07;2015;270720151;5;177;0;20.37;16;5;4;12.85086882;3;2;1.5;-1.566666667;-0.65
27;10;2015;271020151;4;173;0;22.515;16;5;4;12.34803641;2;2;1;-1.566666667;-0.65
28;03;2015;280320151;6;175;0;22.47333333;17;7;1;16.62688562;4;2;2;-1.566666667;-0.65
28;04;2015;280420151;4;188;0;19.77;17;7;1;16.59506079;1;3;0.333333333;-1.566666667;-0.65
28;06;2015;280620151;1;177;0;24.68;17;7;1;16.5688053;1;;;-1.566666667;-0.65
28;09;2015;280920151;3;171;0;23.40333333;17;7;1;16.61415569;2;2;1;-1.566666667;-0.65
28;10;2015;281020151;3;175;0;22.78;17;7;1;16.63165935;2;;;-1.566666667;-0.65
30;03;2015;300320151;3;172;0;19.79666667;18;6;3;31.64184329;1;4;0.25;-1.566666667;-0.65
30;04;2015;300420151;6;171;0;20.61166667;18;6;3;31.67685061;1;5;0.2;-1.566666667;-0.65
30;09;2015;300920151;3;171;2;23.08333333;18;6;3;31.81131055;2;1;2;-1.566666667;-0.65
30;10;2015;301020151;6;175;0;20.18166667;18;6;3;31.87098211;;6;;-1.566666667;-0.65
31;02;2015;310220151;5;184;0;24.764;35;8;2;16.00789256;3;2;1.5;-1.566666667;-0.65
31;04;2015;310420151;6;174;1;22.58833333;35;8;2;16.01982687;4;2;2;-1.566666667;-0.65
31;05;2015;310520152;5;202;0;19.66;35;8;2;16.03414805;2;4;0.5;-1.566666667;-0.65
31;06;2015;310620151;5;176;0;18.868;35;8;2;16.05562981;1;4;0.25;-1.566666667;-0.65
31;07;2015;310720152;1;210;0;19.82;35;8;2;16.07074661;2;1;2;-1.566666667;-0.65
31;08;2015;310820151;6;177;0;24.99166667;35;8;2;16.08825027;4;2;2;-1.566666667;-0.65
31;09;2015;310920151;4;176;0;23.625;35;8;2;16.09620648;2;2;1;-1.566666667;-0.65
31;10;2015;311020151;3;172;0;23.05666667;35;8;2;16.09461524;3;;;-1.566666667;-0.65
32;01;2015;320120151;3;184;0;24.19;26;9;0;20.83333333;;3;;-1.566666667;-0.65
32;02;2015;320220151;4;186;0;20.41;26;9;0;20.82696837;1;2;0.5;-1.566666667;-0.65
32;04;2015;320420151;3;180;0;19.39;26;9;0;20.88027497;2;3;0.666666667;-1.566666667;-0.65
32;05;2015;320520151;5;176;0;21.356;26;9;0;20.96063268;2;3;0.666666667;-1.566666667;-0.65
32;06;2015;320620151;5;196;0;23.078;26;9;0;20.98131882;2;3;0.666666667;-1.566666667;-0.65
32;08;2015;320820151;6;178;0;20.83166667;26;9;0;21.09907071;1;5;0.2;-1.566666667;-0.65
33;04;2015;330420151;6;180;0;20.70166667;15;6;2;17.53548469;2;3;0.666666667;-1.566666667;-0.65
33;05;2015;330520151;4;181;0;21.665;15;6;2;17.51718541;1;3;0.333333333;-1.566666667;-0.65
33;08;2015;330820151;2;180;0;24.225;15;6;2;17.58720005;1;1;1;-1.566666667;-0.65
33;10;2015;331020151;3;206;0;22.55;15;6;2;17.66994462;2;2;1;-1.566666667;-0.65
34;07;2015;340720151;3;197;0;22.27;3;1;0;23.52651009;3;1;3;-1.566666667;-0.65
35;02;2015;350220151;4;174;0;20.8225;27;8;0;16.47412641;1;3;0.333333333;-1.566666667;-0.65
35;05;2015;350520151;5;174;0;22.68;27;8;0;16.35398765;2;3;0.666666667;-1.566666667;-0.65
35;06;2015;350620152;3;198;0;23.02;27;8;0;16.40808987;2;1;2;-1.566666667;-0.65
35;07;2015;350720151;6;172;0;19.19833333;27;8;0;16.39058621;3;3;1;-1.566666667;-0.65
35;09;2015;350920151;5;180;0;22.38;27;8;0;16.43991471;3;2;1.5;-1.566666667;-0.65
35;10;2015;351020151;4;184;0;22.5225;27;8;0;16.41843295;2;2;1;-1.566666667;-0.65
36;01;2015;360120151;4;187;0;19.635;20;8;0;13.60113933;4;1;4;-1.566666667;-0.65
36;03;2015;360320151;4;191;0;17.7575;20;8;0;13.48736554;3;1;3;-1.566666667;-0.65
36;06;2015;360620151;5;175;0;22.676;20;8;0;13.25345299;2;3;0.666666667;-1.566666667;-0.65
36;08;2015;360820151;3;182;0;21.65666667;20;8;0;13.15877411;2;2;1;-1.566666667;-0.65
36;09;2015;360920151;4;180;0;24.02;20;8;0;13.05693463;3;1;3;-1.566666667;-0.65
37;01;2015;370120151;3;180;0;16.3;40;10;0;21.84297626;2;3;0.666666667;-1.566666667;-0.65
37;03;2015;370320151;4;173;0;20.0375;40;10;0;21.87639234;2;2;1;-1.566666667;-0.65
37;04;2015;370420152;2;;0;20.64;40;10;0;22.28534148;;2;;-1.566666667;-0.65
37;05;2015;370520151;5;179;0;21.706;40;10;0;22.2630641;4;1;4;-1.566666667;-0.65
37;06;2015;370620151;6;175;0;23.53333333;40;10;0;22.3012539;4;2;2;-1.566666667;-0.65
37;07;2015;370720151;5;175;0;24.19;40;10;0;22.27658965;3;2;1.5;-1.566666667;-0.65
37;08;2015;370820151;4;171;0;22.8025;40;10;0;22.3354656;2;2;1;-1.566666667;-0.65
37;09;2015;370920151;5;171;0;18.26;40;10;0;22.29568455;;5;;-1.566666667;-0.65
37;10;2015;371020151;6;177;0;20.97833333;40;10;0;22.20100566;2;3;0.666666667;-1.566666667;-0.65
38;01;2015;380120152;3;188;0;20.06666667;40;10;0;28.04245433;1;2;0.5;-1.566666667;-0.65
38;02;2015;380220151;4;175;0;22.435;40;10;0;28.12440328;1;3;0.333333333;-1.566666667;-0.65
38;03;2015;380320152;5;192;0;21.228;40;10;0;28.227834;2;3;0.666666667;-1.566666667;-0.65
38;04;2015;380420151;5;176;0;17.134;40;10;0;28.20396537;3;2;1.5;-1.566666667;-0.65
38;05;2015;380520151;6;174;0;22.64166667;40;10;0;28.18487047;6;;;-1.566666667;-0.65
38;06;2015;380620151;5;179;0;20.248;40;10;0;28.06473172;2;3;0.666666667;-1.566666667;-0.65
38;07;2015;380720151;4;176;0;21.195;40;10;0;28.07984851;1;3;0.333333333;-1.566666667;-0.65
38;08;2015;380820151;2;175;0;21.01;40;10;0;28.09098721;1;1;1;-1.566666667;-0.65
38;09;2015;380920151;6;176;0;23.87666667;40;10;0;28.10928649;3;3;1;-1.566666667;-0.65
39;07;2015;390720151;6;176;1;22.15166667;11;2;6;36.71313093;3;3;1;-1.566666667;-0.65
39;10;2015;391020151;5;176;0;23.604;11;2;6;37.03137929;2;2;1;-1.566666667;-0.65
40;03;2015;400320151;4;182;0;21.76;15;5;0;22.04824645;2;2;1;-1.566666667;-0.65
40;09;2015;400920151;5;178;0;20.956;15;5;0;21.63054548;;5;;-1.566666667;-0.65
40;10;2015;401020151;6;174;0;22.98666667;15;5;0;21.83740691;;6;;-1.566666667;-0.65
41;02;2015;410220151;6;177;0;21.04666667;14;;0;;3;3;1;-1.566666667;-0.65
41;09;2015;410920151;5;174;0;22.574;14;;0;;4;1;4;-1.566666667;-0.65
41;19;2015;411920151;3;201;0;22.92;14;;0;;2;1;2;-1.566666667;-0.65
01;05;2016;10520161;3;205;0;23.56333333;18;8;0;29.64483483;;3;;0.533333333;0.35
01;06;2016;10620161;3;189;0;22.82;18;8;0;29.66552097;2;2;1;0.533333333;0.35
01;07;2016;10720161;5;181;1;20.794;18;8;0;29.64483483;5;;;0.533333333;0.35
01;09;2016;10920161;2;173;1;20.765;18;8;0;29.62733117;1;1;1;0.533333333;0.35
01;10;2016;11020161;5;179;1;16.93;18;8;0;29.60107568;3;3;1;0.533333333;0.35
03;02;2016;30220161;5;175;0;18.398;20;8;0;30.80882821;3;4;0.75;0.533333333;0.35
03;03;2016;30320161;5;177;1;21.216;20;8;0;30.87088664;3;3;1;0.533333333;0.35
03;04;2016;30420161;2;175;0;14.22;20;8;0;31.0864999;4;1;4;0.533333333;0.35
03;06;2016;30620161;3;181;0;14.18333333;20;8;0;31.19231748;1;3;0.333333333;0.533333333;0.35
03;08;2016;30820161;5;181;0;22.574;20;8;0;31.21539049;4;1;4;0.533333333;0.35
04;01;2016;40120161;4;177;0;20.8225;31;10;0;31.00693781;4;1;4;0.533333333;0.35
04;02;2016;40220161;6;179;0;21.735;31;10;0;30.80644135;3;3;1;0.533333333;0.35
04;03;2016;40320161;6;179;0;17.27666667;31;10;0;30.70460187;5;1;5;0.533333333;0.35
04;04;2016;40420161;1;177;0;11.12;31;10;0;30.16119279;2;1;2;0.533333333;0.35
04;05;2016;40520161;5;179;0;17.246;31;10;0;30.24791547;3;2;1.5;0.533333333;0.35
04;06;2016;40620161;3;179;0;13.14666667;31;10;0;30.38396665;3;1;3;0.533333333;0.35
04;07;2016;40720161;4;181;1;19.555;31;10;0;30.49535357;1;3;0.333333333;0.533333333;0.35
04;10;2016;41020162;3;195;0;20.99666667;31;10;0;30.7968939;2;1;2;0.533333333;0.35
05;04;2016;50420162;3;182;0;23.91666667;8;7;0;26.26901534;2;2;1;0.533333333;0.35
05;05;2016;50520161;5;186;0;20.946;8;7;0;26.19979632;3;2;1.5;0.533333333;0.35
07;01;2016;70120161;4;181;0;18.5525;10;3;1;24.87110941;5;1;5;0.533333333;0.35
07;03;2016;70320161;6;179;0;21.78833333;10;3;1;24.82655464;5;1;5;0.533333333;0.35
08;10;2016;81020161;2;183;0;19.86666667;3;1;7;15.73817707;1;4;0.25;0.533333333;0.35
09;03;2016;90320161;3;181;0;21.16666667;23;7;0;22.59165553;1;2;0.5;0.533333333;0.35
09;04;2016;90420161;4;179;0;19.8375;23;7;0;22.52402775;2;2;1;0.533333333;0.35
09;06;2016;90620161;3;175;0;19.65;23;7;0;22.42457514;3;1;3;0.533333333;0.35
09;07;2016;90720161;3;177;0;13.65333333;23;7;0;22.41741455;3;2;1.5;0.533333333;0.35
09;08;2016;90820162;5;185;0;21.706;23;7;0;22.41661893;2;3;0.666666667;0.533333333;0.35
09;09;2016;90920161;5;177;0;21.072;23;7;0;22.39434154;5;1;5;0.533333333;0.35
11;02;2016;110220161;3;179;0;23.39333333;12;6;0;30.40544841;1;2;0.5;0.533333333;0.35
11;03;2016;110320161;7;187;0;21.71571429;12;6;0;30.27337534;6;1;6;0.533333333;0.35
11;05;2016;110520161;2;181;0;18.235;12;6;0;29.97660875;;2;;0.533333333;0.35
12;02;2016;120220161;3;185;0;20.54;16;7;0;24.31417478;2;2;1;0.533333333;0.35
12;04;2016;120420161;4;181;0;20.7175;16;7;0;24.14789001;2;2;1;0.533333333;0.35
12;05;2016;120520161;4;179;0;19.1125;16;7;0;24.08105786;2;2;1;0.533333333;0.35
12;07;2016;120720161;5;185;0;18.252;16;7;0;23.80975113;3;3;1;0.533333333;0.35
13;01;2016;130120161;1;179;0;19.69;6;4;0;26.35653364;3;2;1.5;0.533333333;0.35
13;05;2016;130520161;5;181;0;20.402;6;4;0;26.66762141;2;3;0.666666667;0.533333333;0.35
15;01;2016;150120162;3;190;0;21.17;37;10;0;22.59404239;1;2;0.5;0.533333333;0.35
15;02;2016;150220161;4;180;1;20.6025;37;10;0;22.62666285;4;2;2;0.533333333;0.35
15;03;2016;150320161;5;182;0;21.122;37;10;0;22.68633442;3;2;1.5;0.533333333;0.35
15;04;2016;150420161;5;182;0;19.558;37;10;0;22.70145121;1;4;0.25;0.533333333;0.35
15;05;2016;150520161;4;180;0;19.7125;37;10;0;22.75157533;1;3;0.333333333;0.533333333;0.35
15;06;2016;150620161;5;178;0;18.87;37;10;0;22.75555343;4;1;4;0.533333333;0.35
15;07;2016;150720161;3;178;0;20.94;37;10;0;22.75634905;;3;;0.533333333;0.35
15;08;2016;150820161;4;182;0;19.7125;37;10;0;22.77226147;3;1;3;0.533333333;0.35
15;09;2016;150920162;3;182;0;24.79;37;10;0;22.76828337;2;1;2;0.533333333;0.35
15;10;2016;151020161;1;184;0;10.9;37;10;0;22.73248043;1;1;1;0.533333333;0.35
16;04;2016;160420161;3;184;0;11.50666667;25;9;0;27.79262937;5;1;5;0.533333333;0.35
16;05;2016;160520162;3;184;0;19.45;25;9;0;27.8586659;1;2;0.5;0.533333333;0.35
16;06;2016;160620161;2;178;0;20.905;25;9;0;27.94857106;1;1;1;0.533333333;0.35
16;07;2016;160720162;4;208;0;22.115;25;9;0;27.99233021;3;2;1.5;0.533333333;0.35
16;08;2016;160820162;4;186;0;21.1525;25;9;0;28.03847623;2;2;1;0.533333333;0.35
16;09;2016;160920161;5;186;0;22.162;25;9;0;28.09019159;1;4;0.25;0.533333333;0.35
16;10;2016;161020161;4;182;0;18.75;25;9;0;28.12281204;1;3;0.333333333;0.533333333;0.35
17;10;2016;171020162;3;197;1;22.82333333;3;6;0;20.76490994;1;2;0.5;0.533333333;0.35
18;04;2016;180420161;2;178;0;17.855;3;8;0;12.39179556;1;1;1;0.533333333;0.35
18;05;2016;180520161;1;178;0;17.99;3;8;0;12.40452549;1;;;0.533333333;0.35
20;02;2016;200220161;3;176;0;22.47666667;16;7;0;35.84192604;2;1;2;0.533333333;0.35
20;03;2016;200320161;3;182;0;24.04666667;16;7;0;35.75838584;1;2;0.5;0.533333333;0.35
20;05;2016;200520162;4;206;0;23.42;16;7;0;35.62074343;3;1;3;0.533333333;0.35
20;06;2016;200620161;3;180;0;18.65;16;7;0;35.51731271;1;3;0.333333333;0.533333333;0.35
20;08;2016;200820161;3;178;0;19.83333333;16;7;0;35.34864108;2;2;1;0.533333333;0.35
21;01;2016;210120161;4;191;0;18.8475;9;3;0;31.76039081;2;2;1;0.533333333;0.35
21;07;2016;210720161;5;181;0;21.412;9;3;0;30.91225893;4;1;4;0.533333333;0.35
22;05;2016;220520162;4;203;0;21.6225;10;7;2;28.91127236;3;1;3;0.533333333;0.35
22;08;2016;220820161;6;185;0;19.09166667;10;7;2;28.61689262;3;3;1;0.533333333;0.35
23;01;2016;230120161;4;181;0;22.6625;26;10;0;31.699128;3;1;3;0.533333333;0.35
23;02;2016;230220161;5;183;0;22.926;26;10;0;31.79539813;4;1;4;0.533333333;0.35
23;04;2016;230420161;2;179;0;23.45;26;10;0;32.02294571;;2;;0.533333333;0.35
23;06;2016;230620161;4;177;0;21.8075;26;10;0;32.36426707;1;3;0.333333333;0.533333333;0.35
23;09;2016;230920161;6;181;0;22.30333333;26;10;0;32.95939151;4;2;2;0.533333333;0.35
23;10;2016;231020161;5;181;0;23.372;26;10;0;33.10101203;5;1;5;0.533333333;0.35
24;03;2016;240320161;4;184;0;19.85;12;8;0;16.31738909;;4;;0.533333333;0.35
24;05;2016;240520161;5;184;0;18.374;12;8;0;16.25612628;1;4;0.25;0.533333333;0.35
24;09;2016;240920161;3;180;0;21.03;12;8;0;16.33409713;1;3;0.333333333;0.533333333;0.35
25;08;2016;250820161;2;186;0;25.63;2;3;2;10.53720323;2;;;0.533333333;0.35
26;01;2016;260120161;4;176;0;21.72;23;9;1;16.33727961;1;3;0.333333333;0.533333333;0.35
26;03;2016;260320161;7;178;0;23.36285714;23;9;1;16.70644771;4;3;1.333333333;0.533333333;0.35
26;08;2016;260820161;5;180;0;21.416;23;9;1;16.89103176;4;1;4;0.533333333;0.35
26;09;2016;260920161;3;180;0;15.25666667;23;9;1;16.81703902;3;1;3;0.533333333;0.35
26;10;2016;261020161;4;183;0;22.2875;23;9;1;16.84090764;2;2;1;0.533333333;0.35
28;02;2016;280220161;6;178;0;21.38833333;15;6;0;16.65234549;3;3;1;0.533333333;0.35
28;03;2016;280320161;1;180;1;22.16;15;6;0;16.62688562;1;;;0.533333333;0.35
28;07;2016;280720161;5;180;0;21.424;15;6;0;16.57198778;4;1;4;0.533333333;0.35
28;09;2016;280920161;3;182;0;19.70666667;15;6;0;16.61415569;3;;;0.533333333;0.35
30;03;2016;300320161;1;174;0;19.4;1;1;7;31.64184329;3;1;3;0.533333333;0.35
31;04;2016;310420161;4;181;0;21.26;27;7;3;16.01982687;4;1;4;0.533333333;0.35
31;05;2016;310520161;5;181;0;19.418;27;7;3;16.03414805;1;4;0.25;0.533333333;0.35
31;06;2016;310620161;5;181;0;19.954;27;7;3;16.05562981;5;;;0.533333333;0.35
31;07;2016;310720161;4;185;0;22.6625;27;7;3;16.07074661;2;2;1;0.533333333;0.35
31;08;2016;310820161;3;183;0;19.55666667;27;7;3;16.08825027;2;4;0.5;0.533333333;0.35
31;10;2016;311020161;6;177;0;19.08666667;27;7;3;16.09461524;4;2;2;0.533333333;0.35
32;01;2016;320120161;2;177;0;20.175;23;9;0;20.83333333;2;2;1;0.533333333;0.35
32;03;2016;320320162;1;205;0;21.29;23;9;0;20.85163261;1;;;0.533333333;0.35
32;04;2016;320420161;5;175;0;18.318;23;9;0;20.88027497;5;1;5;0.533333333;0.35
32;05;2016;320520161;2;171;0;20.84;23;9;0;20.96063268;2;;;0.533333333;0.35
32;06;2016;320620161;5;181;0;21.466;23;9;0;20.98131882;2;3;0.666666667;0.533333333;0.35
32;07;2016;320720161;5;177;0;22.984;23;9;0;21.01712176;;5;;0.533333333;0.35
32;09;2016;320920161;3;175;0;21.64;23;9;0;21.13885176;2;1;2;0.533333333;0.35
